CLASE;TIEMPO
U_ENTRANTES;53,004997
U_ENTRANTES;50,553780
U_SALIENTES;32,172943
U_ENTRANTES;42,124100
U_ENTRANTES;57,837543
U_ENTRANTES;44,399117
U_ENTRANTES;46,268482
U_SALIENTES;23,041492
U_SALIENTES;39,843079
U_ENTRANTES;81,201324
U_SALIENTES;7,881877
U_SALIENTES;42,175819
U_ENTRANTES;61,102360
U_ENTRANTES;55,270279
U_SALIENTES;21,818327
U_SALIENTES;79,019455
U_SALIENTES;27,202410
U_SALIENTES;63,303257
U_ENTRANTES;66,679329
U_ENTRANTES;89,358017
U_SALIENTES;28,215015
U_ENTRANTES;48,024651
U_ENTRANTES;52,669937
U_SALIENTES;10,849437
U_SALIENTES;28,513815
U_SALIENTES;27,769823
U_ENTRANTES;43,533264
U_SALIENTES;32,563435
U_SALIENTES;47,498787
U_SALIENTES;34,214188
U_SALIENTES;35,263813
U_SALIENTES;19,449308
U_SALIENTES;38,223763
U_SALIENTES;51,967171
U_ENTRANTES;56,793320
U_SALIENTES;22,058676
U_SALIENTES;11,328365
U_SALIENTES;11,281038
U_ENTRANTES;56,831631
U_SALIENTES;49,488636
U_SALIENTES;34,416115
U_SALIENTES;15,273934
U_ENTRANTES;63,819382
U_SALIENTES;22,848848
U_SALIENTES;38,025982
U_ENTRANTES;60,635418
U_ENTRANTES;55,326088
U_SALIENTES;15,458172
U_SALIENTES;65,744316
U_ENTRANTES;100,924835
U_SALIENTES;17,116556
U_ENTRANTES;49,252693
U_ENTRANTES;40,902119
U_SALIENTES;35,440590
U_ENTRANTES;68,369102
U_ENTRANTES;54,301456
U_ENTRANTES;73,383965
U_SALIENTES;38,338173
U_SALIENTES;28,862759
U_SALIENTES;31,377752
U_SALIENTES;27,295300
U_SALIENTES;18,509703
U_SALIENTES;20,947060
U_ENTRANTES;51,736637
U_SALIENTES;57,509865
U_ENTRANTES;34,514820
U_SALIENTES;30,897131
U_ENTRANTES;61,125538
U_SALIENTES;13,723309
U_ENTRANTES;93,362679
U_SALIENTES;64,811012
U_ENTRANTES;59,473896
U_ENTRANTES;84,811646
U_ENTRANTES;64,565323
U_ENTRANTES;58,972763
U_SALIENTES;38,668381
U_SALIENTES;13,346238
OPERARIOS;74,054642
U_ENTRANTES;70,009636
U_SALIENTES;36,348961
U_ENTRANTES;34,565041
U_ENTRANTES;50,616081
U_SALIENTES;65,882530
U_ENTRANTES;73,286530
U_SALIENTES;31,686703
U_ENTRANTES;70,974113
U_ENTRANTES;46,828804
U_SALIENTES;19,108393
U_ENTRANTES;63,273182
U_ENTRANTES;48,872158
U_SALIENTES;21,439962
U_ENTRANTES;38,449947
U_ENTRANTES;53,409504
U_ENTRANTES;71,969437
U_ENTRANTES;78,689903
U_ENTRANTES;53,061562
U_SALIENTES;73,919960
U_ENTRANTES;69,127525
U_ENTRANTES;32,084721
U_SALIENTES;60,299820
U_SALIENTES;33,822178
U_ENTRANTES;46,408859
U_ENTRANTES;92,758499
U_SALIENTES;10,860278
U_ENTRANTES;92,813675
U_SALIENTES;55,550449
U_ENTRANTES;70,836746
U_SALIENTES;42,133629
U_ENTRANTES;46,538391
U_ENTRANTES;42,667015
U_ENTRANTES;49,118019
U_ENTRANTES;48,857048
U_ENTRANTES;55,742256
U_SALIENTES;28,311516
U_ENTRANTES;80,983101
U_SALIENTES;48,969948
U_SALIENTES;37,736378
U_SALIENTES;70,032249
U_SALIENTES;29,890079
U_ENTRANTES;53,351463
U_SALIENTES;17,828854
U_ENTRANTES;55,961201
U_SALIENTES;45,641300
U_ENTRANTES;70,480850
U_ENTRANTES;64,536934
U_SALIENTES;49,844704
U_ENTRANTES;78,733643
U_ENTRANTES;58,134590
U_SALIENTES;37,384480
U_SALIENTES;42,271233
U_ENTRANTES;61,194527
U_SALIENTES;40,096931
U_ENTRANTES;47,175720
U_SALIENTES;19,104210
U_ENTRANTES;80,349785
U_ENTRANTES;74,988899
U_ENTRANTES;53,149010
U_SALIENTES;30,509581
U_SALIENTES;43,734638
U_ENTRANTES;58,030396
U_SALIENTES;31,599993
U_SALIENTES;31,267076
U_ENTRANTES;55,385597
TRIPULACION;36,911572
U_SALIENTES;15,416822
U_SALIENTES;56,051296
U_ENTRANTES;61,263012
U_ENTRANTES;48,148064
U_SALIENTES;40,760220
OPERARIOS;36,206131
U_SALIENTES;14,779925
U_ENTRANTES;84,676743
U_SALIENTES;29,098381
U_SALIENTES;29,154116
U_SALIENTES;35,685379
U_ENTRANTES;48,128860
U_ENTRANTES;53,201591
U_ENTRANTES;36,800472
U_ENTRANTES;31,769642
U_ENTRANTES;81,442223
U_ENTRANTES;59,362190
TRIPULACION;69,418922
U_SALIENTES;56,958260
U_ENTRANTES;44,657574
U_ENTRANTES;50,570370
U_SALIENTES;65,590874
U_ENTRANTES;57,517948
U_ENTRANTES;44,423744
U_SALIENTES;76,429588
U_ENTRANTES;59,923233
U_ENTRANTES;62,794426
U_ENTRANTES;45,121044
OPERARIOS;61,337265
U_SALIENTES;23,946850
U_SALIENTES;38,393482
U_SALIENTES;39,399696
U_ENTRANTES;68,617317
U_SALIENTES;21,549709
U_SALIENTES;41,534248
U_ENTRANTES;53,224117
U_SALIENTES;28,276237
U_SALIENTES;25,989256
U_ENTRANTES;79,714981
U_SALIENTES;24,654991
U_SALIENTES;30,494452
U_ENTRANTES;57,196697
U_ENTRANTES;48,391251
U_SALIENTES;11,781644
U_SALIENTES;36,899223
U_SALIENTES;36,097149
U_ENTRANTES;71,805077
U_ENTRANTES;56,040504
U_ENTRANTES;81,268356
U_SALIENTES;46,245480
U_SALIENTES;15,749961
U_SALIENTES;36,971806
U_SALIENTES;29,819502
U_SALIENTES;25,901419
U_SALIENTES;58,587105
U_SALIENTES;29,821011
U_SALIENTES;23,515347
U_ENTRANTES;55,551769
U_SALIENTES;51,520851
U_ENTRANTES;58,761936
U_SALIENTES;44,575291
U_ENTRANTES;37,600117
U_ENTRANTES;75,254784
U_ENTRANTES;50,131226
U_SALIENTES;36,513138
U_SALIENTES;30,185413
U_ENTRANTES;45,195984
U_ENTRANTES;47,043808
U_ENTRANTES;47,562107
U_SALIENTES;28,234131
U_ENTRANTES;69,437042
U_ENTRANTES;73,270149
U_SALIENTES;14,861558
U_SALIENTES;58,979107
U_SALIENTES;22,103512
U_SALIENTES;25,382090
OPERARIOS;44,320656
U_SALIENTES;35,359875
U_ENTRANTES;50,536392
U_SALIENTES;23,342230
U_ENTRANTES;55,977962
U_ENTRANTES;53,534294
U_ENTRANTES;72,182617
U_SALIENTES;31,279854
U_SALIENTES;24,609453
U_ENTRANTES;52,078209
U_SALIENTES;29,060488
U_SALIENTES;16,088356
U_ENTRANTES;59,628246
U_SALIENTES;28,872498
U_SALIENTES;31,184166
U_ENTRANTES;62,368992
U_SALIENTES;33,950733
U_SALIENTES;34,837025
U_SALIENTES;28,873716
U_ENTRANTES;59,221779
U_SALIENTES;54,777969
U_SALIENTES;19,894041
U_ENTRANTES;70,354256
U_SALIENTES;61,338757
U_SALIENTES;29,686281
U_SALIENTES;46,877213
U_SALIENTES;30,646149
U_SALIENTES;30,104151
U_ENTRANTES;59,049065
U_SALIENTES;17,872768
U_ENTRANTES;47,488197
U_SALIENTES;31,338484
U_SALIENTES;46,346092
TRIPULACION;56,911091
U_SALIENTES;25,105524
U_SALIENTES;50,154396
U_SALIENTES;27,590466
U_ENTRANTES;46,572033
U_ENTRANTES;49,736412
U_ENTRANTES;91,550255
U_ENTRANTES;70,507217
U_ENTRANTES;61,192211
U_ENTRANTES;54,904488
U_ENTRANTES;53,616394
U_ENTRANTES;57,128330
U_ENTRANTES;35,514786
U_SALIENTES;65,260292
U_SALIENTES;20,526417
U_ENTRANTES;43,328697
U_ENTRANTES;72,960350
U_ENTRANTES;65,523087
U_SALIENTES;22,590797
U_SALIENTES;22,254721
U_SALIENTES;20,952396
U_SALIENTES;65,584381
U_SALIENTES;29,554342
U_SALIENTES;32,578964
U_SALIENTES;33,637753
U_SALIENTES;54,890591
U_ENTRANTES;62,198483
U_ENTRANTES;72,368187
U_ENTRANTES;41,168961
U_ENTRANTES;50,208244
U_SALIENTES;59,924282
U_ENTRANTES;56,472691
U_SALIENTES;40,006920
U_SALIENTES;11,320598
U_SALIENTES;67,953995
U_SALIENTES;35,678665
U_SALIENTES;23,314016
U_SALIENTES;26,914448
U_SALIENTES;31,634026
U_ENTRANTES;46,337963
U_ENTRANTES;32,346573
U_SALIENTES;50,940628
U_ENTRANTES;61,671574
U_ENTRANTES;90,138390
U_ENTRANTES;62,148876
U_ENTRANTES;60,276699
U_SALIENTES;25,993460
U_ENTRANTES;54,554199
U_ENTRANTES;62,347000
U_ENTRANTES;62,100918
U_SALIENTES;20,251276
U_SALIENTES;23,905729
U_ENTRANTES;75,173965
U_SALIENTES;29,049572
U_ENTRANTES;63,366413
U_ENTRANTES;78,177391
U_ENTRANTES;60,906654
U_ENTRANTES;73,375038
U_ENTRANTES;55,538715
U_ENTRANTES;57,544121
U_ENTRANTES;70,542915
OPERARIOS;66,029823
U_SALIENTES;33,166157
U_SALIENTES;28,844976
U_ENTRANTES;93,847359
U_ENTRANTES;30,485891
U_ENTRANTES;76,031219
U_ENTRANTES;64,872375
U_SALIENTES;28,155872
U_SALIENTES;43,628685
U_SALIENTES;12,008360
U_ENTRANTES;42,607586
U_SALIENTES;42,582653
U_SALIENTES;22,503382
U_SALIENTES;31,771811
U_ENTRANTES;55,766964
U_ENTRANTES;45,714729
U_SALIENTES;16,389545
U_ENTRANTES;82,011177
U_ENTRANTES;51,145733
U_ENTRANTES;71,955154
U_ENTRANTES;58,140816
U_SALIENTES;57,861961
U_SALIENTES;7,992447
U_ENTRANTES;54,992569
U_ENTRANTES;50,813419
U_SALIENTES;28,361719
U_ENTRANTES;54,203533
U_ENTRANTES;44,115139
U_SALIENTES;8,626449
U_ENTRANTES;106,896088
U_SALIENTES;21,108776
U_SALIENTES;26,729418
U_ENTRANTES;66,276825
U_ENTRANTES;57,858257
U_ENTRANTES;72,663338
U_SALIENTES;19,673235
U_SALIENTES;40,017933
U_SALIENTES;45,431015
U_SALIENTES;34,857666
U_SALIENTES;50,429192
U_SALIENTES;45,902576
U_ENTRANTES;52,989857
U_SALIENTES;39,084229
U_SALIENTES;37,553093
U_SALIENTES;43,172482
U_SALIENTES;29,843779
U_SALIENTES;23,080122
U_ENTRANTES;46,158360
U_SALIENTES;74,585892
U_ENTRANTES;62,531715
U_ENTRANTES;66,780792
U_SALIENTES;23,556755
U_SALIENTES;50,574112
U_SALIENTES;72,408768
U_SALIENTES;33,915642
U_SALIENTES;25,770895
U_SALIENTES;46,834709
U_SALIENTES;46,455112
U_SALIENTES;23,997950
U_ENTRANTES;53,781261
U_ENTRANTES;78,499146
U_ENTRANTES;84,246094
U_ENTRANTES;45,306171
U_ENTRANTES;53,011780
U_ENTRANTES;54,141071
U_SALIENTES;36,439640
U_SALIENTES;22,538952
U_SALIENTES;41,444241
U_SALIENTES;41,541702
U_ENTRANTES;64,311806
U_SALIENTES;31,492098
U_SALIENTES;63,252850
U_ENTRANTES;87,966019
OPERARIOS;74,992691
U_ENTRANTES;63,715397
U_ENTRANTES;55,652325
U_ENTRANTES;43,266563
U_SALIENTES;10,304001
U_ENTRANTES;90,516968
U_SALIENTES;19,531199
U_SALIENTES;51,779076
U_ENTRANTES;50,518593
U_SALIENTES;39,821342
U_SALIENTES;36,626270
U_SALIENTES;52,762016
U_ENTRANTES;82,244972
U_SALIENTES;22,958914
U_ENTRANTES;53,120399
U_SALIENTES;29,546244
U_SALIENTES;60,685215
U_SALIENTES;40,145580
U_SALIENTES;39,789955
U_SALIENTES;20,413565
U_ENTRANTES;42,831917
U_SALIENTES;46,319458
U_SALIENTES;90,088150
U_SALIENTES;24,748989
U_ENTRANTES;54,258938
U_SALIENTES;32,701153
U_SALIENTES;33,092964
U_ENTRANTES;47,566776
U_ENTRANTES;83,023476
U_SALIENTES;29,133106
U_ENTRANTES;37,199772
U_SALIENTES;19,089823
U_ENTRANTES;47,750164
U_ENTRANTES;37,125980
U_SALIENTES;39,208107
U_SALIENTES;32,359089
U_ENTRANTES;70,503632
U_SALIENTES;48,828629
U_ENTRANTES;53,637314
U_SALIENTES;36,008621
U_SALIENTES;34,491035
U_ENTRANTES;57,440689
U_ENTRANTES;59,086338
U_ENTRANTES;56,877907
U_ENTRANTES;66,352493
U_SALIENTES;30,731939
TRIPULACION;50,291805
U_SALIENTES;34,289146
U_SALIENTES;44,635902
U_SALIENTES;49,576553
U_ENTRANTES;48,194092
U_SALIENTES;48,839333
U_ENTRANTES;57,630138
U_ENTRANTES;57,093613
U_ENTRANTES;56,258583
U_SALIENTES;22,603962
U_SALIENTES;30,596701
U_ENTRANTES;99,182014
U_ENTRANTES;48,147312
U_ENTRANTES;85,737900
U_ENTRANTES;76,327957
U_SALIENTES;36,715355
U_SALIENTES;26,934141
U_SALIENTES;33,546555
U_ENTRANTES;99,715927
U_SALIENTES;14,640206
U_ENTRANTES;61,307518
U_ENTRANTES;30,119049
U_ENTRANTES;73,379593
U_SALIENTES;20,492220
U_SALIENTES;31,990484
U_SALIENTES;20,972450
U_SALIENTES;28,098635
U_ENTRANTES;61,891895
U_SALIENTES;38,027275
U_SALIENTES;30,227133
U_SALIENTES;42,475609
U_SALIENTES;25,035181
OPERARIOS;50,886555
U_ENTRANTES;64,017654
U_ENTRANTES;48,337036
U_SALIENTES;55,584087
U_ENTRANTES;53,199623
U_SALIENTES;30,294226
U_SALIENTES;37,934086
U_ENTRANTES;49,569584
U_SALIENTES;25,244568
U_SALIENTES;37,880135
U_ENTRANTES;94,573837
U_ENTRANTES;85,394035
U_SALIENTES;75,001747
U_SALIENTES;49,648911
U_ENTRANTES;74,019379
U_SALIENTES;43,432564
U_ENTRANTES;76,146210
U_ENTRANTES;73,726036
U_ENTRANTES;72,749741
U_ENTRANTES;53,667942
U_SALIENTES;63,185303
U_SALIENTES;55,973339
U_ENTRANTES;86,927078
U_SALIENTES;30,142485
U_ENTRANTES;50,680935
U_ENTRANTES;65,516464
U_SALIENTES;27,487658
U_SALIENTES;10,352173
U_ENTRANTES;47,367165
U_ENTRANTES;93,567497
TRIPULACION;44,222435
U_ENTRANTES;38,126408
U_SALIENTES;24,277294
U_ENTRANTES;44,331234
U_SALIENTES;34,338604
U_SALIENTES;28,102852
U_SALIENTES;16,254637
U_SALIENTES;45,386158
U_SALIENTES;59,617611
U_SALIENTES;27,329264
U_SALIENTES;18,137079
U_SALIENTES;31,380949
U_SALIENTES;26,552160
U_ENTRANTES;48,924919
U_ENTRANTES;43,627251
U_ENTRANTES;54,812061
U_SALIENTES;19,207996
OPERARIOS;72,972160
U_ENTRANTES;48,429649
U_SALIENTES;19,459446
TRIPULACION;41,454430
U_SALIENTES;24,524313
U_SALIENTES;35,720604
U_SALIENTES;40,350582
OPERARIOS;43,573582
U_SALIENTES;47,531460
U_ENTRANTES;73,266464
U_SALIENTES;43,921162
U_SALIENTES;64,873138
U_ENTRANTES;38,099266
U_ENTRANTES;51,843040
U_SALIENTES;30,516520
U_SALIENTES;43,794327
U_SALIENTES;26,604342
U_ENTRANTES;61,579391
U_ENTRANTES;64,490936
U_SALIENTES;26,173744
U_SALIENTES;58,439072
U_SALIENTES;6,445603
U_ENTRANTES;55,850845
U_SALIENTES;53,057484
U_ENTRANTES;52,543373
U_SALIENTES;51,041183
U_SALIENTES;33,371925
U_ENTRANTES;97,461128
U_SALIENTES;24,458838
U_SALIENTES;19,688671
U_ENTRANTES;55,009274
U_ENTRANTES;51,187641
U_ENTRANTES;38,230141
U_SALIENTES;49,590332
U_SALIENTES;41,910748
U_ENTRANTES;43,567093
U_ENTRANTES;67,869743
U_ENTRANTES;48,088428
U_SALIENTES;28,615099
U_SALIENTES;25,239864
U_SALIENTES;51,769970
U_SALIENTES;51,496922
U_ENTRANTES;47,628685
U_SALIENTES;30,159176
U_SALIENTES;18,606947
U_ENTRANTES;87,669708
U_SALIENTES;64,394447
U_ENTRANTES;60,284603
U_ENTRANTES;44,363289
U_ENTRANTES;92,640182
U_SALIENTES;33,707520
U_ENTRANTES;81,273148
U_ENTRANTES;82,162010
U_SALIENTES;22,597879
U_SALIENTES;26,869839
U_SALIENTES;19,043974
U_SALIENTES;27,010077
U_SALIENTES;43,048512
U_SALIENTES;66,753624
U_SALIENTES;26,449923
U_SALIENTES;70,108490
U_ENTRANTES;63,321396
U_SALIENTES;32,646824
U_ENTRANTES;63,075523
U_ENTRANTES;57,200699
U_SALIENTES;23,852741
U_SALIENTES;37,818153
U_SALIENTES;39,282585
U_ENTRANTES;79,971901
U_SALIENTES;14,599921
U_SALIENTES;36,961189
U_SALIENTES;61,879997
U_SALIENTES;73,622215
U_SALIENTES;39,022118
U_ENTRANTES;70,498085
U_SALIENTES;31,360899
U_SALIENTES;16,201628
OPERARIOS;62,253895
U_SALIENTES;53,466995
U_SALIENTES;24,557671
U_ENTRANTES;103,003716
U_ENTRANTES;43,794720
U_ENTRANTES;44,436428
U_ENTRANTES;65,049294
U_SALIENTES;46,262474
U_SALIENTES;26,545631
U_ENTRANTES;59,481152
U_SALIENTES;14,449178
U_ENTRANTES;98,350243
U_SALIENTES;20,840666
U_ENTRANTES;51,930187
U_ENTRANTES;36,473206
U_SALIENTES;40,514961
U_SALIENTES;35,550552
TRIPULACION;51,429920
TRIPULACION;31,990088
U_ENTRANTES;73,328400
U_ENTRANTES;80,345818
U_SALIENTES;26,943188
U_SALIENTES;19,716608
U_SALIENTES;22,282345
U_SALIENTES;43,049343
U_ENTRANTES;38,839207
U_SALIENTES;42,285049
U_SALIENTES;26,209555
U_SALIENTES;29,786171
U_ENTRANTES;44,940731
U_ENTRANTES;58,515205
U_SALIENTES;34,281803
U_ENTRANTES;48,559353
U_SALIENTES;24,173073
U_ENTRANTES;47,751431
U_ENTRANTES;43,887329
U_ENTRANTES;49,552456
U_SALIENTES;19,841864
U_ENTRANTES;42,559772
U_ENTRANTES;63,477634
U_SALIENTES;30,926577
U_SALIENTES;54,290943
U_SALIENTES;39,244106
U_ENTRANTES;56,588947
U_ENTRANTES;46,701454
U_ENTRANTES;54,977261
U_SALIENTES;36,446384
U_ENTRANTES;79,607941
U_ENTRANTES;51,482601
U_ENTRANTES;49,496498
U_SALIENTES;39,062077
U_ENTRANTES;89,630814
U_ENTRANTES;42,539162
U_SALIENTES;60,295433
U_SALIENTES;8,283154
U_ENTRANTES;44,215469
U_ENTRANTES;41,943466
U_SALIENTES;37,009365
U_ENTRANTES;46,422115
U_SALIENTES;28,863310
U_ENTRANTES;60,256527
U_SALIENTES;35,896198
U_SALIENTES;33,280689
U_SALIENTES;68,517357
U_ENTRANTES;65,223061
U_SALIENTES;23,549082
U_ENTRANTES;55,717178
U_ENTRANTES;53,801430
U_ENTRANTES;77,891434
U_SALIENTES;32,442398
U_ENTRANTES;67,972725
U_ENTRANTES;41,349800
U_ENTRANTES;88,183754
U_ENTRANTES;72,416664
U_SALIENTES;35,281437
U_SALIENTES;27,908213
U_SALIENTES;35,438957
U_ENTRANTES;92,511757
U_SALIENTES;58,524319
U_ENTRANTES;28,830519
U_SALIENTES;32,946472
U_SALIENTES;28,613466
U_SALIENTES;26,874737
U_SALIENTES;9,397729
U_SALIENTES;54,045883
U_ENTRANTES;66,356819
U_SALIENTES;22,906485
U_ENTRANTES;59,990231
U_ENTRANTES;58,543762
U_ENTRANTES;69,533859
U_ENTRANTES;39,863270
U_SALIENTES;68,939369
U_ENTRANTES;48,658058
U_ENTRANTES;45,591843
U_SALIENTES;41,340549
U_SALIENTES;19,854143
U_SALIENTES;34,003517
U_ENTRANTES;55,274090
U_ENTRANTES;74,984726
U_SALIENTES;38,096409
U_ENTRANTES;57,621475
U_ENTRANTES;65,357590
U_SALIENTES;21,846600
U_ENTRANTES;54,756050
U_SALIENTES;57,417225
U_SALIENTES;29,679979
U_SALIENTES;23,779819
U_SALIENTES;14,506955
U_ENTRANTES;81,408310
U_ENTRANTES;68,234581
U_ENTRANTES;122,544731
U_ENTRANTES;54,660217
U_ENTRANTES;49,086269
U_SALIENTES;60,591469
U_SALIENTES;29,663570
U_SALIENTES;43,051441
U_ENTRANTES;65,942360
U_SALIENTES;24,068272
U_ENTRANTES;39,073681
U_ENTRANTES;75,190094
U_ENTRANTES;55,066406
U_SALIENTES;34,165104
U_ENTRANTES;43,274681
U_ENTRANTES;56,708900
U_ENTRANTES;45,995262
U_SALIENTES;29,277124
U_ENTRANTES;54,019871
U_SALIENTES;24,167513
U_SALIENTES;40,798084
U_ENTRANTES;52,101112
U_SALIENTES;26,306967
U_ENTRANTES;62,641518
U_SALIENTES;15,071641
U_SALIENTES;29,064922
U_ENTRANTES;24,978542
U_SALIENTES;20,509909
U_SALIENTES;25,729408
U_ENTRANTES;62,156742
U_SALIENTES;38,204876
U_ENTRANTES;81,862251
U_SALIENTES;73,487984
U_SALIENTES;39,538509
U_SALIENTES;54,399845
U_ENTRANTES;87,809097
U_SALIENTES;31,304457
U_SALIENTES;32,888966
U_SALIENTES;62,367142
U_SALIENTES;26,310610
U_SALIENTES;33,414970
U_SALIENTES;50,116169
U_ENTRANTES;65,687408
U_ENTRANTES;59,377312
U_SALIENTES;31,508190
U_ENTRANTES;54,313438
U_SALIENTES;25,243629
U_SALIENTES;28,480141
U_SALIENTES;20,386589
U_ENTRANTES;53,892563
U_SALIENTES;30,892609
U_ENTRANTES;77,570992
U_SALIENTES;23,984711
U_SALIENTES;31,752007
U_ENTRANTES;71,854568
U_ENTRANTES;56,696888
U_SALIENTES;26,009922
U_ENTRANTES;39,421635
U_ENTRANTES;56,535912
U_SALIENTES;45,494892
U_ENTRANTES;56,636150
U_ENTRANTES;55,254017
U_ENTRANTES;48,297935
U_ENTRANTES;63,016949
U_SALIENTES;25,046989
U_SALIENTES;18,561466
U_SALIENTES;70,588646
U_ENTRANTES;68,330231
U_SALIENTES;26,490721
U_ENTRANTES;54,693100
U_SALIENTES;56,168091
U_ENTRANTES;71,817909
U_SALIENTES;53,695454
U_SALIENTES;23,057356
U_SALIENTES;30,929630
U_ENTRANTES;64,191452
U_SALIENTES;24,474659
U_SALIENTES;26,420910
U_ENTRANTES;75,910324
U_ENTRANTES;63,640995
U_ENTRANTES;58,274471
U_ENTRANTES;87,074249
U_SALIENTES;42,602161
U_SALIENTES;48,310158
U_SALIENTES;35,083462
U_ENTRANTES;90,891731
U_SALIENTES;37,306744
U_SALIENTES;30,765207
U_SALIENTES;54,859241
U_SALIENTES;31,665897
U_SALIENTES;43,501591
U_SALIENTES;24,454500
U_SALIENTES;56,293617
U_SALIENTES;45,327171
U_SALIENTES;20,130171
U_ENTRANTES;49,075699
U_SALIENTES;25,843983
U_SALIENTES;19,260168
U_SALIENTES;39,927322
U_SALIENTES;48,355808
U_ENTRANTES;46,887890
U_SALIENTES;39,257446
U_ENTRANTES;61,441967
U_ENTRANTES;45,664200
U_ENTRANTES;40,020374
U_SALIENTES;34,151737
U_SALIENTES;29,460636
U_ENTRANTES;49,736671
U_SALIENTES;75,982201
U_SALIENTES;20,303577
U_SALIENTES;15,686304
U_SALIENTES;30,605192
U_ENTRANTES;56,168949
U_SALIENTES;33,925804
U_SALIENTES;32,248398
U_ENTRANTES;64,205307
U_ENTRANTES;65,952057
U_SALIENTES;53,107075
U_SALIENTES;21,499598
U_ENTRANTES;75,838799
U_ENTRANTES;31,892534
U_SALIENTES;25,491312
U_SALIENTES;33,226681
U_ENTRANTES;36,160961
U_ENTRANTES;37,659786
U_SALIENTES;25,532728
U_SALIENTES;23,558310
U_SALIENTES;67,241096
U_ENTRANTES;40,355732
U_SALIENTES;40,868587
U_ENTRANTES;69,018188
U_SALIENTES;31,580027
U_ENTRANTES;51,404621
U_SALIENTES;21,801666
U_SALIENTES;21,085506
U_SALIENTES;21,166691
U_ENTRANTES;50,938435
U_ENTRANTES;52,727379
U_ENTRANTES;54,382408
U_SALIENTES;48,416103
U_ENTRANTES;57,520638
U_ENTRANTES;70,222855
U_SALIENTES;28,177767
U_ENTRANTES;81,440926
U_ENTRANTES;46,222538
U_ENTRANTES;55,498680
U_SALIENTES;13,597938
U_SALIENTES;22,464252
U_ENTRANTES;62,499573
U_ENTRANTES;32,741806
U_ENTRANTES;53,633183
U_SALIENTES;33,412346
U_ENTRANTES;45,944653
U_SALIENTES;29,877525
U_ENTRANTES;65,813675
U_SALIENTES;33,299942
U_SALIENTES;27,740660
U_SALIENTES;60,132622
U_ENTRANTES;46,551994
U_ENTRANTES;62,352379
U_ENTRANTES;42,158901
U_SALIENTES;41,182121
U_SALIENTES;30,478273
U_SALIENTES;35,614040
U_ENTRANTES;41,037479
U_SALIENTES;39,654007
U_SALIENTES;47,397106
U_SALIENTES;67,817650
U_ENTRANTES;46,750175
U_SALIENTES;44,105843
U_SALIENTES;29,732271
U_ENTRANTES;59,098820
U_ENTRANTES;60,186256
U_SALIENTES;46,033566
U_SALIENTES;27,949709
U_SALIENTES;12,928336
U_SALIENTES;25,744816
U_SALIENTES;22,011171
U_ENTRANTES;45,931194
U_SALIENTES;18,586250
U_ENTRANTES;54,913223
U_ENTRANTES;51,641670
U_SALIENTES;36,297951
U_SALIENTES;26,282467
U_ENTRANTES;57,107361
U_ENTRANTES;48,183926
U_SALIENTES;22,271982
U_SALIENTES;28,426744
U_SALIENTES;20,458410
U_SALIENTES;29,383156
U_ENTRANTES;44,736671
U_SALIENTES;35,497860
U_SALIENTES;65,327202
U_SALIENTES;37,419533
U_ENTRANTES;58,443241
U_ENTRANTES;71,293213
U_SALIENTES;67,888077
U_ENTRANTES;66,946602
U_SALIENTES;43,547607
U_SALIENTES;46,107666
U_ENTRANTES;53,463188
U_SALIENTES;33,845638
U_SALIENTES;68,707642
U_SALIENTES;38,279209
U_ENTRANTES;50,819546
U_SALIENTES;18,926582
U_SALIENTES;16,388926
U_ENTRANTES;52,756119
U_SALIENTES;31,820099
U_SALIENTES;47,370899
U_SALIENTES;36,644493
U_ENTRANTES;55,224621
U_ENTRANTES;66,886406
U_SALIENTES;60,842152
U_ENTRANTES;59,247627
U_ENTRANTES;45,481899
U_SALIENTES;25,175791
U_ENTRANTES;65,342720
U_ENTRANTES;41,638367
U_ENTRANTES;44,655033
U_ENTRANTES;36,510971
U_ENTRANTES;72,938484
U_ENTRANTES;64,514816
U_SALIENTES;25,541471
U_ENTRANTES;69,275032
U_SALIENTES;35,682247
U_SALIENTES;20,019291
U_ENTRANTES;52,442928
U_ENTRANTES;61,109352
U_ENTRANTES;77,640663
U_SALIENTES;24,650196
U_SALIENTES;21,037422
U_SALIENTES;18,835901
U_ENTRANTES;64,573082
U_ENTRANTES;54,074326
U_SALIENTES;35,272583
U_SALIENTES;24,837725
U_ENTRANTES;47,813194
U_ENTRANTES;55,294643
U_ENTRANTES;37,100925
U_ENTRANTES;87,766792
U_SALIENTES;37,046623
U_SALIENTES;37,699112
U_ENTRANTES;54,020321
U_SALIENTES;37,976807
OPERARIOS;69,886597
U_SALIENTES;14,412456
U_ENTRANTES;74,204880
U_ENTRANTES;59,455128
U_ENTRANTES;60,443958
U_SALIENTES;77,000443
TRIPULACION;51,734821
U_SALIENTES;26,566725
U_ENTRANTES;59,027321
U_SALIENTES;21,269905
U_SALIENTES;45,914913
U_SALIENTES;20,217436
U_ENTRANTES;83,803154
U_SALIENTES;57,038124
U_SALIENTES;35,812019
U_SALIENTES;21,122837
U_SALIENTES;47,767727
U_ENTRANTES;71,980499
U_SALIENTES;35,315125
U_SALIENTES;24,261091
U_ENTRANTES;70,217285
U_SALIENTES;25,502041
U_ENTRANTES;47,093227
U_SALIENTES;29,417009
U_SALIENTES;27,485241
U_ENTRANTES;34,349522
U_ENTRANTES;61,505390
